号牌号码,罚款金额,记分值,违法时间,违法行为,违法地点,是否处理,缴款状态,号牌种类
浙HDY963,200,3,2019-09-29 09:57,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型汽车
浙HDY963,50,0,2019-02-22 14:04,不按规定临时停车影响其他车辆和行人通行的,江山市区县河东路(县河东路云宾路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY963,50,0,2019-02-09 14:42,不按规定临时停车影响其他车辆和行人通行的,江山市石门镇三峰路（违停）,已处理,已交款,小型汽车
浙HDY963,150,6,2019-01-19 16:20,驾驶机动车违反道路交通信号灯通行的,信安大道-求真路路口西口,已处理,已交款,小型汽车
浙HDY963,50,0,2018-12-08 10:00,不按规定临时停车影响其他车辆和行人通行的,云宾路菜市场门口路段,已处理,已交款,小型汽车
浙HDY963,200,6,2018-09-30 07:27,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,上红线0012KM720M,已处理,已交款,小型汽车
浙HDY963,50,0,2018-08-30 08:04,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区北泉街(北泉街凝秀路路口至礼贤路路口路段),已处理,已交款,小型汽车
浙HDY963,100,3,2018-08-09 06:33,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDZ012,200,3,2019-08-11 05:36,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1795KM800M（205国道石排山路段）,已处理,已交款,小型汽车
浙HDZ012,150,0,2019-07-14 18:58,不按规定停放影响其他车辆和行人通行的,常山红旗街东河北街路口,已处理,已交款,小型汽车
浙HDZ012,100,3,2019-05-11 12:52,机动车违反禁止标线指示的,江东大道-北关路西口,已处理,已交款,小型汽车
浙HDZ012,150,6,2019-03-20 13:40,驾驶机动车违反道路交通信号灯通行的,环城西路-西山路西口,已处理,已交款,小型汽车
浙HDZ012,50,0,2019-03-04 14:32,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路环城西路路口至解放路路口路段),已处理,已交款,小型汽车
浙HDZ012,50,0,2018-05-28 10:47,驾驶人未按规定使用安全带的,华翔路兴虹路南约50米,已处理,已交款,小型汽车
浙HDZ012,200,3,2018-03-19 17:13,违反禁令标志指示,中环路外圈漕宝路入口匝道,已处理,已交款,小型汽车
浙HDZ012,100,3,2018-02-04 19:57,机动车违反禁令标志指示的,市区工人路129号路段（小商品市场，禁止东往西通行）,已处理,已交款,小型汽车
浙HDZ012,200,3,2018-01-04 11:05,违反禁止标线指示,嘉闵高架东侧嘉D303约10米,已处理,已交款,小型汽车
浙HDY921,200,3,2019-09-26 08:16,机动车逆向行驶的,解放路-城中路北口,已处理,已交款,小型汽车
浙HDY921,100,2,2019-09-16 16:50,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY921,100,2,2019-06-05 13:31,不按所需行进方向驶入导向车道的,G320-新都西大道路口东口,已处理,已交款,小型汽车
浙HDY921,200,6,2019-04-01 18:08,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,兰贺线0098KM800M（315省道石灰坛路段）,已处理,已交款,小型汽车
浙HDY921,150,6,2019-02-28 10:30,驾驶机动车违反道路交通信号灯通行的,（NQ）荷四路-荷花东路南口,已处理,已交款,小型汽车
浙HDY921,500,12,2018-08-01 16:19,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速50%以上的,机场北路0003KM535M,已处理,已交款,小型汽车
浙HDY921,50,0,2018-07-14 16:59,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",山深线1806KM600M,已处理,已交款,小型汽车
浙HDY921,100,2,2018-05-15 20:19,不按所需行进方向驶入导向车道的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY921,150,6,2018-05-04 11:23,驾驶机动车违反道路交通信号灯通行的,江山市站前大道鹿溪北路口西口,已处理,已交款,小型汽车
浙HDY921,100,3,2018-05-04 06:05,机动车违反禁止标线指示的,大成路-墩贺线南口,已处理,已交款,小型汽车
浙HDY929,50,0,2019-05-28 17:57,不按规定临时停车影响其他车辆和行人通行的,江山市坛石镇保康路与江青线路口（违停）,已处理,已交款,小型汽车
浙HDY929,50,0,2019-01-22 09:44,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路(东岳路景星路路口至虎山一街路口路段),已处理,已交款,小型汽车
浙HDY929,200,0,2018-06-13 18:00,不按规定停车,牛庄路进福建中路西约40米,已处理,已交款,小型汽车
浙HDY930,50,0,2019-09-14 12:42,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路-虎山三街路口,已处理,已交款,小型汽车
浙HDY930,50,0,2019-08-13 09:52,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区江东大道(江东大道北关路口至北环路口路段),已处理,已交款,小型汽车
浙HDY930,100,2,2019-07-21 10:31,不按所需行进方向驶入导向车道的,鹿溪南路-环城南路路口西口,已处理,已交款,小型汽车
浙HDY930,50,0,2018-08-01 15:49,不按规定临时停车影响其他车辆和行人通行的,江山市区站前大道(站前大道礼贤路(进站)路口),已处理,已交款,小型汽车
浙HDY975,200,6,2019-09-04 15:46,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1785KM（205国道坛石定家坞路口）,已处理,已交款,小型汽车
浙HDY975,50,0,2019-08-27 16:33,不按规定临时停车影响其他车辆和行人通行的,江溪线江山大陈乡（违停）,已处理,已交款,小型汽车
浙HDY975,100,2,2019-08-07 13:01,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY975,50,0,2019-02-02 09:10,不按规定临时停车影响其他车辆和行人通行的,江山市区南一街(南一街航埠山路口至解放南路路口路段),已处理,已交款,小型汽车
浙HDY975,50,0,2018-12-06 09:56,不按规定临时停车影响其他车辆和行人通行的,坛石镇政府与江青路路口,已处理,已交款,小型汽车
浙HDY975,200,3,2018-05-05 23:40,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道凤林祝家路口）,已处理,已交款,小型汽车
浙HDY975,50,0,2018-04-12 15:53,不按规定临时停车影响其他车辆和行人通行的,站前广场平安东路,已处理,已交款,小型汽车
浙HDY987,200,3,2019-09-09 09:32,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0098KM800M（315省道石灰坛路段）,已处理,已交款,小型汽车
浙HDY987,50,0,2019-02-19 16:50,不按规定临时停车影响其他车辆和行人通行的,江山市上余镇龙溪路（违停）,已处理,已交款,小型汽车
浙HDY987,100,3,2019-01-30 11:18,机动车违反禁令标志指示的,贺村镇贺康路单行线东口,已处理,已交款,小型汽车
浙HDY987,150,6,2018-07-09 14:40,驾驶机动车违反道路交通信号灯通行的,江山市站前大道礼贤路口北口,已处理,已交款,小型汽车
浙HDY972,200,6,2019-09-11 08:00,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,（京台高速）江山市江郎山出口连接线0001KM700M（清湖街道东儒村路段）,已处理,已交款,小型汽车
浙HDY972,50,0,2019-07-20 13:13,驾驶机动车行驶时以手持方式使用电话的,江山市墩贺线0000KM200M江山大桥东端,已处理,已交款,小型汽车
浙HDY972,50,0,2018-08-10 15:34,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路中山路路口至城中路路口路段),已处理,已交款,小型汽车
浙HDY972,100,2,2018-07-14 14:14,不按所需行进方向驶入导向车道的,天马路-江滨路路口西口,已处理,已交款,小型汽车
浙HDY972,100,3,2018-03-25 14:43,机动车违反禁令标志指示的,贺康路单行线东口,已处理,已交款,小型汽车
浙HDY972,100,2,2018-02-13 07:20,不按所需行进方向驶入导向车道的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY960,100,3,2019-05-31 16:27,机动车违反禁令标志指示的,中山路-民声路,已处理,已交款,小型汽车
浙HDY960,50,0,2019-05-25 09:27,不按规定临时停车影响其他车辆和行人通行的,江山市清湖街道清泉路的清溪路口（违停）,已处理,已交款,小型汽车
浙HDY960,100,3,2019-04-29 11:49,机动车违反禁止标线指示的,江东大道-北关路西口,已处理,已交款,小型汽车
浙HDY960,100,3,2019-04-17 06:26,机动车违反禁止标线指示的,解放南路-南三街东口,已处理,已交款,小型汽车
浙HDY960,50,0,2019-03-28 13:43,不按规定临时停车影响其他车辆和行人通行的,江山市峡口镇兴华街与文教路路口（违停）,已处理,已交款,小型汽车
浙HDY960,50,0,2018-04-02 09:24,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDY960,50,0,2018-03-31 08:53,不按规定临时停车影响其他车辆和行人通行的,江山市区中山路(中山路鹿溪路口至江滨路路口路段)人行道,已处理,已交款,小型汽车
浙HDY989,50,0,2019-07-18 14:45,不按规定临时停车影响其他车辆和行人通行的,江山市区中山路(中山路江滨路路口),已处理,已交款,小型汽车
浙HDY989,100,3,2019-05-27 11:55,机动车违反禁令标志指示的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY989,100,2,2019-02-28 11:13,不按所需行进方向驶入导向车道的,白马路-大桥路路口东口,已处理,已交款,小型汽车
浙HDY989,50,0,2018-12-24 14:06,不按规定临时停车影响其他车辆和行人通行的,江山市区凝秀路(凝秀路北泉路路口至学府路路口路段),已处理,已交款,小型汽车
浙HDY989,100,3,2018-04-20 07:27,机动车违反禁令标志指示的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY989,200,6,2018-04-05 17:14,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江溪线0009KM400M（221省道泉家垄村路口）,已处理,已交款,小型汽车
浙HDY989,100,3,2018-02-25 12:33,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY989,50,0,2018-02-22 14:44,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路(东岳路虎山二街路口至虎山三街路口路段),已处理,已交款,小型汽车
浙HDY881,100,3,2019-08-28 18:00,机动车违反禁令标志指示的,江山市区江滨路与新华路路口,已处理,已交款,小型汽车
浙HDY881,50,0,2019-08-28 16:47,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪南路(鹿溪南路的城中路路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY881,50,0,2019-07-13 19:59,不按规定临时停车影响其他车辆和行人通行的,文峰西路（英爵咖啡店门口）违停抓拍,已处理,已交款,小型汽车
浙HDY881,50,0,2019-03-29 14:26,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路(东岳路虎山三街路口至虎山四街路口路段),已处理,已交款,小型汽车
浙HDY881,50,0,2019-01-11 13:50,不按规定临时停车影响其他车辆和行人通行的,大白线违停,已处理,已交款,小型汽车
浙HDY881,200,6,2018-11-08 19:49,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,石华线连接线(三江西路）郑云村路段,已处理,已交款,小型汽车
浙HDY881,150,0,2018-07-26 09:19,不按规定停放影响其他车辆和行人通行的,人民南路(巨龙路和兰亭路路段),已处理,已交款,小型汽车
浙HDY881,200,0,2018-04-01 12:41,不按规定停车,真光路出桃浦路南约40米,已处理,已交款,小型汽车
浙HDY881,200,0,2018-01-23 22:05,不按规定停车,万荣路大宁路北约140米,已处理,已交款,小型汽车
浙HDY976,100,2,2019-08-27 15:54,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY976,200,3,2018-04-06 09:45,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDY976,100,3,2018-03-17 16:35,机动车违反禁令标志指示的,贺康路单行线东口,已处理,已交款,小型汽车
浙HDY863,100,2,2019-08-08 13:56,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY863,50,0,2019-06-30 08:25,不按规定临时停车影响其他车辆和行人通行的,江山市上余镇龙溪路（违停）,已处理,已交款,小型汽车
浙HDY863,200,6,2018-12-18 19:51,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,沪瑞线0467桩500,已处理,已交款,小型汽车
